prompt,prompt_len,target
i hope that everyone has been having a great week.  let me know if you think im crazy for hating coffee XD.,26,0
@ernalicious36 @raerosero thanks homskis! Its like christmas!,19,1
Pouring outside.. Cleaning out my locker.. My bookbag is heavy and my back and arms are killing me,23,0
@heartbomb haha i do! that was my fave san-x character. that's rirakkuma.,24,1
"@vardenrhode Many thanks, mate",10,1
i lost my phone.,6,0
off work early,4,0
@kraez2001 http://twitpic.com/67w20 - Jordan baby was talking to me!!!! I wish I coulda met you!! ugh,38,0
had fun at wango tangooo!,9,1
"@JasonBradbury Not addicted, just sociable.",11,1
Rain  oh well it's still Friday!!,11,0
Been working on my freakin' computer trying to save stuff on a harddrive and it seems I failed miserably.,23,0
"Today is just not my day. I can't seem to feel any better. If i dont eat, im hungry. If i do eat, i feel like im gonna be sick. Blah",41,0
Hear @jonasbrothers full album preview during todays webcast!  #jonasnewsongs NO WAYYY I couldn't 'tune in',29,0
loves florida but misses her american friends,8,0
Ugh I don't feel well again all of a sudden,13,0
loving phuket with melai and badette. i'll be coming home soon  imiss everyone,22,1
First Day at the new job! Yeah!,10,1
"have to change practice pools, someone threw up in our normal pool",14,0
not eating lunch with my wife like I wanted to,11,0
"@JayJager well donkey has his own appeal, for sure.",15,1
damn you rhinitis! boohooo my poor nose,12,0
Is coming to the end of his first shift  6.30 local,16,0
I chopped a fringe in last night got tired of having it hang in my eyes. Made a mess,21,0
Guess I'll be running in a little bit. Accidentally fell asleep,16,0
I got overexcited about pizza and burned my mouth.,12,0
Happy Mothers Day to all of the moms out there,11,1
@lindseygbaker yeah ill be on verizon... so those are my two options right now...,22,0
@garrettmurray Same here!  I just wanted it to keep going and not end... ever! ;),24,1
@sebchew YoYo door nazis refused me entry on account of no ID  gutted! Heard it was a good night tho.. Next time I'll come prepared!,36,0
"@britneyspears thanks for following me, hope all is well and cant wait to see you in australia when ya come.",26,1
Mango Medley has yummy mango and mango ice cream!,11,1
Hopped up out the bed put my swwwaaaaggg oooonnnn! Then got back in the bed it's raining,28,1
craving a king sized snickers,8,1
I sooooo miss Chinese takeout!,7,0
Top cashier at work today! woot woot! now off to have a drink...,19,1
Waiting for the Denver game to come on.. but i dont think their gonna win it  Lakers suck lol :p,25,0
@DebbieFletcher haha i will remember that  xx,11,1
"@FaithfulChosen So-so, thanks  I've uploaded a new campaign vid, will post the link in a few mins. how are you doing, babe??",36,1
[Sarah Mcglaclan song in background] Please donate to jpnnbak' fund of &quot;Dinero for the cable bill&quot; think of how you will make her,39,1
I burnt myself,4,0
had a great session canvassing in the sun... but now is miserable cus i have no1 to go to the pub with,26,0
@hannibals Great news! we got it by the balls,14,1
@cacaubrazil that's not great  guy related??,16,0
glad I wore my black rats and a flowy shirt im so full from my dozen mixed oystsers seafood platter and death by chocolate,28,0
"first day on new job,, bought a new clothes already and it was 40% off for employee discount!",24,1
Good Morning...hoping to throw back some coffee like right now!,15,1
Ready to go into work now.  cannot be bothered.,13,0
"It's 20:50 hs and i'm still at the office...really tired,wanna go home!",27,0
Would really like to buy death note 1 &amp; 2 later this week  I loved those movies!,24,1
@Victoryhawk Darn. No bacon,8,0
geez why do u have to be SO obvious?,12,0
"has had a fab day on placement, But working all weekend.",14,0
"That little girl holly!  find some time! Aw, she'll get loads of votes now I bet!",24,1
Have just bought a TV tuner for my laptop.  He he.  I deserve a present,20,0
"@yoha_ahoy yeah I really want one too!  Probably in the winter I may be able to get one, but until then.",31,0
"@brettdennen 'discovered' you at the fray last night, nice music. then saw your vlogs. really, so whack.",29,0
"study all day.  just finished my care plan.  hungry as hell!  ima go treat myself with a burrito, for a good days work",31,1
"@mortuaries your tweets are making my night, bb girl",14,0
@steve_berra happy bday stevie bee...and if u want followers u have to get a little more tweety  may babies r the best! i'm the 12th,41,1
My 89 year old grandma in Chicago is having emergency surgery today....,16,0
@carlocruuuz good! you joined the dark side hahahaha we have cookies!,19,1
"can't wait to get his hands on his new blackberry, this one is dying on me",20,0
good morning everbody!,6,1
@GLAMvoy Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back,27,0
@Noufah aaaah I swear I took it by mistake  it was somehow attached with the charger -_- apparently it needed break from U huh!,30,0
Got word from USAA that the minivan is totalled.  Now we need a high valuation for something to buy a new car with.,28,0
@LKnerl yes we must I had so much fun at SXSW with you guys  PJ party in my room,25,1
Going for a ride! Perfect night to go out and chill,13,1
@greggrunberg http://twitpic.com/4jdtj - have a safe journey back home hope you come back soon,28,0
"@ItsBacker I refuse to get excited as I don't want to be let down  if it happens, as long as it's not between June 11 - 28 or I'd die",46,0
@Pink congradts on ur show  Even tho i wasnt there lol,16,1
"@Bx3800 ohh yes. I've rented one and thought the same; very roomy. But hubby wont go for it.  welp, congrats on the new baby",40,0
Good morning everyone  It's a nice day #iloveitwhen the sun is shining. And now I'm going to write some stuff,30,1
@marcooth GREAT!! i obviously should check twitter more often to know all the important stuff thats going on,23,1
@Jerome117 that and being so careless with her vocals.,15,0
@lethebashar That would panic me a little!  Maybe you can read on an orbitron at the gym like I do...when all else fails?!?,34,0
"To every mom, mommy and mother, Happy Mother's Day   Hope you all do something special and fun today.",25,1
@chrlttgrc nope im nott! i was planning on doing but my aunties come over from america and we're havin this big family meal so i cant  xx,40,0
@valerie2776 Quite a few. Peacocks and Oceanographer's Choice are my new favorites to play,26,1
@jmliss Link didn't work,9,0
My hairstylist left the salon without telling me where she was going.   Damn!,19,0
"Omg I just woke up after only sleeping for 3hrs, and my arm is just aching... It hurts so bad",25,0
@DavidArchie I'm watching some of your videos in YouTube. You're funny David.  Oh and TALENTED of course!,30,1
Woke up early! Still sick,8,0
well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased.,30,0
@Elliot79 I don't think I can bear such cuteness this early in the day! Kudos to Fair Empress,26,1
@officialdrake Pfft. FAN THIS *helicopters imaginary penis* ....  HI DRAKE! WELCOME TO THE REAL WORLD!!!,28,0
@ineska awwww this made me realize I have to take down my bulletin board too!  There's so many memories up there.,30,0
@Dhanraj1974 good luck with you finals!!!,15,1
OH MY GOD! OH MY GOD! OH MY GOD! New SUPERNATURAL starts tonight!  New Sam and Dean! Oh My god! can't breathe!  &lt;3 &lt;3,45,0
my special edition JFPL came today! all i have time to do is rip the demo cd to itunes and upload to my ipod before i go to work,32,1
and we're in,6,0
"@askfrasco ooh,,, am fine, how about ya??? I know toooo late,,, sorry for dat....",24,0
http://snipurl.com/hq0n1 Just printed my mom an Amazon gift card  for Happy Mothers Day talk about last minute.,30,1
"Love, laughter, creativity.",7,1
Officially Mother Day here HAPPY Mother Day to all the MOMS,14,1
@lifeincyan Aren't randoms what it's about?!!!  I LOVE that it's Star Wars day - I didn't realise and I can't believe it's almost over!,45,1
"@torilovesbradie haha, nice pic  looks abit like my school",17,0
i have no followers,5,0
"@ThaBoyOPhicial  Good eatin.   Hey, follow my son @P33ZY.  He's on now",30,1
Nightmares last night so bad I slept curled tightly in a ball. Sore all over. Took three aspirin. Still hurts.,26,0
Selling 10jaffa race tickets. My friends are so heartless they wont even buy one,20,0
@ckanal funny you should say...am filling it out as we speak ;) cheers!,19,1
@supergirlnancy sorry  All the codes I have are posted on our site,18,0
"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today",25,0
"I want to see Terminator, but everyone's already seen it",14,0
"@fixxatedstar Aww, thank you Soulmate! Haha.",16,1
"@LaniNicole Yeh yeh. I would switch to Cingular, but I have more friends on T-Mobile. Free minutes, yo.",30,1
"Big Header Folio (http://bit.ly/MYmeA  has been up 2 hours, no sales yet  I'm really impatient lol",32,0
I still smell of smoke  #kitchenfire,10,0
@akte a couple of YEARS? I may die without my Kateage.  *keeps fingers crossed for you tho*,26,0
"Methinks it's time to read A Doll's House + Streetcar and get some quotes, and then PHYSICS!",26,0
"@skrobertson thanks  i have to finish schoolwork today, no rehearsal tonight though. what ru doing?",24,0
"@TheFuzzyBlueOne me? A doctor? *laughs* oh, no, no, no. I was @dr_crane's patient at Arkham Aslyum, but now I work for him",43,1
I need a break! I NEED KITKAT! haha!,13,1
just got back from seeing Star Strek,9,0
"The food here looks amazing! Our dessert is Frozen Grand Marnier Souffle, of course we have to eat @ the bar",26,1
Had fun at the Airshow with the boys today - exhausted,13,1
@katyb_ haha tell me about. I've had this feeling everyday of this week,20,0
Home Sweet home &lt;3  Going to see Hannah Montana The Movie AGAIN today &lt;3 DDD,24,1
with red who is blue,6,0
F1 &amp; Star Trek...what a great Sunday,13,1
"1.2 mile run and 450 meter swim, things are looking better and better... Laying off the bike today",27,1
"@animesnob yeah i checked it, pretty nice site",13,0
I really want to be a star...Hope Flawless will work,14,1
"Off to work. My last day. Get to walk around and out-process. I am very happy to be one step closer to what I really want to do, but  2.",39,1
@hannibals Great news! we got it by the balls,14,1
Holy moley! It's raining cats and dogs here! And I just got snazzified by Min at Salon Mint!,27,0
Nothing like getting to work and finding out you have to cover extra shifts this week... looks like another 40 hr work week.,28,0
@meghanian I think I got it fixed! Woo hoo!,15,1
"me 10 - 630, andrew 8 - 4. No idea about the rest, I think it was Ben and Princeton which could be fun  lol I'm going to be late",44,1
@Jameage awww  omg garbo fake playing during one of the songs!!! haha,20,0
Just got done turning in my pre-final project for my computer animation class. Final is due on Tues. Only 2 more classes or 6 more weeks.,34,1
Going to bed! Happy mother's day for every mom here!,15,1
following @twittbitch 'cause @gerhemi ordered it,13,0
Good Afternoon,3,1
@hotpants79 of course i really hope that this would be his real twitter page! that would be soo cool,25,1
Goodnight Beautiful world  sweet dreams. olive juice!,11,1
Had such a boss night out.,8,1
"Well, Sacramento, I hope you appreciate Rivkah Sass &amp; treat her well. I'll be sitting here in Omaha, pouting",30,0
@dbdc LOL! I hate when that happens!! All hyped up and its over before you know it! Lunch sounds nice..hope you have a nice time.,34,0
@wolfchild59 Heh... I send dem when I get dem Jen... I was shocked I found so many these last few days... earlier in the week nothing...,36,0
Happy Mother's Day!  @&gt;---&gt;---&gt;--- A rose for YOU!,26,0
@THE_WOCKEEZ @DonnieWahlberg Don't wanna miss ANY of your shows...you guys kick it! Sad to say...my plane is in the shop...,38,0
"yes! its finally friday, and im stuck doing projects",12,0
"@Zaidah1 i can't listen to music at work  I probably could try, but then i'll have to start hunting for a new job on monday",35,0
@rowansong !!! It's fantastic!,11,1
"Finally started Twittering.... got to keep up... So downgrade from full colour, pictures etc. to simple small sized text messages....",27,1
which is why i can't wait till i move out of home and life by myself next year  WACKY ADVENTURES EVERY DAY!!!!!,30,1
@clumsyFA yeah! Love my Hawaiian outfit. We reused that for rugby 7 this year with @doublechin,25,1
"@RosalieJHale I'm fine, I've just been trying to figure out the meaning behind this song, and I cant think of anything.  urlm.in/cnmt",41,0
